bug_id,Creation Date,Last Modified Date,Importance,Symptom,Title
95567,2020-06-07,2021-10-06,P3 normal ,wrong_output,"Defaulted virtual <=> has the wrong behavior, vtable is checked when it should not be"
94932,2020-05-03,2020-12-01,P2 normal ,crash,"[10/11 Regression] ICE in ovl_skip_hidden, at cp/tree.c:2292 since "
99251,2021-02-24,2021-03-02,P3 normal ,diagnostic,[11 Regression] inconsistent -Wnonnull warning behaviour with dynamic_cast
96003,2020-06-30,2021-06-15,P3 normal ,diagnostic,[11 Regression] spurious -Wnonnull calling a member on the result of static_cast
94492,2020-04-05,2022-07-06,P3 normal ,diagnostic,no way to silence -Wdeprecated-copy for aggregates
92106,2019-10-15,2019-10-22,P3 normal ,crash,[8 Regression] ICE with structured bindings and -Wreturn-local-addr
92582,2019-11-19,2020-01-14,P1 normal ,others,[10 Regression] internal compiler error: Segmentation fault with concept on constructor
103700,2021-12-14,2022-11-09,P3 normal ,rejects_valid,Incomplete type not causing constraints to fail
82833,2017-11-04,2021-07-19,P3 normal ,crash,[concepts] Out-of-line definition of nested class template errors with constraint (ICE)
84330,2018-02-12,2019-11-14,P4 normal ,crash,[7 Regression] [concepts] ICE with broken constraint
90858,2019-06-12,2020-01-28,P3 normal ,rejects_valid,Pointer to member is treated as non-constexpr
80456,2017-04-18,2021-05-21,P3 normal ,rejects_valid,[9/10 Regression] calling constexpr member function from volatile-qualified member function: error: ‘this’ is not a constant expression
98333,2020-12-16,2021-10-01,P2 normal ,crash,"[10 Regression] ICE in check_qualified_type, at tree.c:6593 since "
101717,2021-08-02,2022-05-13,P2 normal ,crash,[9 Regression] ICE capturing static member within stateless generic lambda
92531,2019-11-15,2020-01-17,P2 normal ,crash,"[9 Regression] ICE in uses_template_parms, at cp/pt.c:10471"
84098,2018-01-29,2018-01-30,P1 normal ,crash,[8 Regression] ICE when using a lambda in a in-class static member initialization
84447,2018-02-18,2019-01-08,P1 normal ,crash,[8 Regression] ICE with inherited deleted constructor and default argument
85545,2018-04-26,2018-04-27,P1 normal ,crash,[8 Regression] ICE with static_cast of pointer-to-member-function
84445,2018-02-18,2018-03-03,P2 normal ,crash,[7 Regression] ICE with __builtin_launder and virtual function
85662,2018-05-05,2018-06-25,P2 normal ,rejects_valid,"[8/9 Regression] ""error: non-constant condition for static assertion"" from __builtin_offsetof in C++"
85356,2018-04-11,2019-11-14,P2 normal ,crash,[7 Regression] ICE with operator=
86521,2018-07-14,2024-01-03,P2 normal ,rejects_valid,[8 Regression] GCC 8 selects incorrect overload of ref-qualified conversion operator template
88368,2018-12-05,2021-05-14,P2 normal ,rejects_valid,[8 Regression] Improper ``use of deleted function''
84927,2018-03-17,2018-03-22,P2 normal ,crash,[7 Regression] ICE with NSDMI and reference
88114,2018-11-20,2019-01-11,P3 normal ,wrong_output,"""virtual ~destructor() = default"": Destructor not created"
84306,2018-02-09,2018-07-03,P3 normal ,wrong_output,"Wrong overload selected with -std=c++17, explicit and {}"
85883,2018-05-23,2020-05-14,P3 normal ,rejects_valid,class template argument deduction fails in new-expression
86439,2018-07-09,2021-12-08,P3 normal ,rejects_valid,CTAD with deleted copy constructor fails due to deduction-guide taking by value
85493,2018-04-22,2022-02-21,P3 normal ,accepts_invalid,decltype can use deleted constructor and deleted template function in template function
85743,2018-05-11,2022-05-27,P3 normal ,rejects_valid,Cannot call template member function inside a variadic lambda unless specifying `this`
94616,2020-04-16,2021-05-14,P3 normal ,wrong_output,[8 Regression] Incorrect destruction for partially built objects
79077,2017-01-12,2017-02-03,P1 normal ,wrong_output,[7 regression][new inheriting ctors]  bad code for inherited ctor
101194,2021-06-24,2022-05-27,P3 normal ,rejects_valid,[9 Regression] aggregate init requires default constructor
94885,2020-04-30,2024-04-10,P3 normal ,accepts_invalid,[10 Regression] Functional cast from int to empty class type with empty base incorrectly accepted with -std=c++2a
80073,2017-03-16,2017-03-17,P1 normal ,crash,[7 Regression] ICE with virtual base
95311,2020-05-25,2020-06-01,P3 normal ,crash,[11 Regression] ICE in cp_ubsan_maybe_instrument_member_call at gcc/cp/cp-ubsan.c:136 since 
100797,2021-05-27,2021-06-01,P2 normal ,wrong_output,[10/11 Regression] using declaration causing virtual call with wrongly adjusted this pointer
99664,2021-03-19,2021-07-16,P3 normal ,accepts_invalid,"Overriding virtual function with different return type (and not covariant) is allowed to compile, when it shouldn’t be"
80956,2017-06-02,2019-11-14,P2 normal ,crash,[7 Regression] ICE with abstract class vector
106304,2022-07-14,2022-10-14,P3 normal ,crash,"[modules] ICE compiling dynamic_cast in constexpr function (in tree_node, at cp/module.cc:9183)"
99815,2021-03-29,2021-03-31,P1 normal ,crash,"[11 Regression] ICE: in placeholder_type_constraint_dependent_p, at cp/pt.c:28193"
100138,2021-04-18,2024-01-15,P3 normal ,others,ICE with constructor constrained (C++20 Concepts) by parameter pack length
99180,2021-02-20,2023-07-07,P2 normal ,crash,[10 Regression] ICE with alias template and empty parameter pack
98611,2021-01-09,2021-03-31,P3 normal ,others,"[concepts][10 Regression] ICE in get_underlying_template, at cp/pt.c:6494 since "
88986,2019-01-22,2021-05-14,P4 normal ,crash,"[8 Regression] ICE: tree check: expected tree that contains 'decl minimal' structure, have 'error_mark' in member_vec_binary_search, at cp/name-lookup.c:1136"
93207,2020-01-08,2020-04-14,P3 normal ,rejects_valid,[concepts] Variadic concepts refuse to compile when function definition is not inline
103346,2021-11-21,2023-11-16,P3 normal ,crash,"ICE on template specialization via alias template with a non-type parameter pack, and fold expression on lambda calls"
97819,2020-11-13,2021-12-08,P3 normal ,rejects_valid,Pack expansion in member initializer lists nested with their parameter list got rejected.
82239,2017-09-18,2020-10-20,P3 normal ,others,Parentheses around constexpr template member break static_assert
96330,2020-07-27,2021-03-06,P3 normal ,rejects_valid,Constexpr variables cannot be used in the template context.
100592,2021-05-14,2021-11-07,P3 normal ,rejects_valid,"Bogus ""qualifiers cannot be applied"" error with reference type produced by dependent alias template"
81236,2017-06-27,2021-12-09,P3 normal ,crash,Crash when calling a template member function from generic lambda
91768,2019-09-14,2021-12-04,P3 normal ,rejects_valid,gcc try to resolve member of dependent type too soon
105842,2022-06-03,2022-07-27,P3 normal ,rejects_valid,rejects-valid: static member function overload set constrained by concepts for class template results in ambiguous call
102137,2021-08-30,2022-03-09,P3 normal ,accepts_invalid,class template argument deduction with template template parameter allows explicit deduction guide
91907,2019-09-25,2022-12-26,P3 normal ,rejects_valid,['17] Constexpr of member function pointer as template parameter results in inconsistent diagnostics
92944,2019-12-15,2022-01-27,P3 normal ,rejects_valid,[concepts] redefinition error when using constrained structure template inside namespace
79308,2017-01-31,2019-06-09,P3 normal ,crash,"ICE on specialization of nested template classes (in finish_member_declaration, at cp/semantics.c:2963)"
89511,2019-02-26,2019-05-07,P2 normal ,crash,"[7/8 Regression] ICE in push_using_decl_1, at cp/name-lookup.c:3845"
93614,2020-02-06,2021-12-04,P3 normal ,rejects_valid,C++ compile error with struct in template class and < operator
94799,2020-04-27,2021-12-08,P2 normal ,rejects_valid,[8/9/10 Regression] Calling a member template function fails
92859,2019-12-08,2019-12-19,P3 normal ,wrong_output,compiler treats enum type as an integer during overload resolution when a bit-field of this enum is considered
105589,2022-05-13,2022-10-04,P1 normal ,crash,[12/13 Regression] [ICE] templated type alias over std::array with bound type in template function fails
99120,2021-02-16,2021-04-09,P2 normal ,crash,[8/9/10 Regression] ICE in -Wshadow in templated member function
100862,2021-06-01,2021-06-07,P3 normal ,rejects_valid,using enum member access fail
103749,2021-12-16,2021-12-17,P3 normal ,diagnostic,Misleading error message on template/non-template conflict
93400,2020-01-23,2020-01-25,P3 normal ,crash,"[10 Regression] ICE: in tsubst, at cp/pt.c:15142 on friends with concepts"
91845,2019-09-20,2019-09-24,P4 normal ,crash,"[8/9/10 Regression] ICE: tree check: expected class 'type', have 'exceptional' (error_mark) in build_m_component_ref, at cp/typeck2.c:2086"
80575,2017-04-30,2021-07-23,P3 normal ,others,unnecessary virtual function table support in member function call
80043,2017-03-14,2017-06-17,P3 normal ,crash,[6/7 Regression] ICE with pointer-to-member-function and -fpermissive
107574,2022-11-08,2024-01-13,P2 normal ,crash,[10/11 Regression] ICE: tree check in cp_fold_convert with ptr to member field cast inside a class not completed and inherent since 
82980,2017-11-14,2022-08-08,P2 normal ,rejects_valid,"[9/10 Regression] template keyword should not be required for captured decl of the ""base"" type since "
107938,2022-11-30,2023-03-04,P2 normal ,crash,[11/12 Regression] ICE directly returning `this` of `extern` variable in template since 
94772,2020-04-26,2020-04-27,P1 normal ,rejects_valid,[10 Regression] constructing constexpr variables fail with delegated constexpr constructors
89836,2019-03-26,2019-03-28,P3 normal ,rejects_valid,converted constant expression of type bool and explicit conversion functions
90448,2019-05-13,2024-10-26,P2 normal ,rejects_valid,[8/9/10/11 Regression] decltype-based lambda parameter pack is rejected
89158,2019-02-02,2019-02-06,P2 normal ,rejects_valid,[8 Regression] by-value capture of ICE variable isn't an lvalue?
81675,2017-08-02,2023-03-01,P2 normal ,diagnostic,[6 Regression] attribute(noreturn) of destructor in :? not honored
82461,2017-10-07,2018-01-29,P2 normal ,rejects_valid,[7 Regression] Temporary required for brace-initializing (non-literal-type) member variable
88857,2019-01-15,2019-05-07,P2 normal ,crash,[7/8 Regression] ICE in build_value_init
100489,2021-05-08,2021-10-14,P2 normal ,crash,[10/11/12 Regression] ICE in cp/constexpr.c:3556
82593,2017-10-17,2017-12-19,P3 normal ,others,"Internal compiler error: in process_init_constructor_array, at cp/typeck2.c:1294"
93107,2019-12-30,2023-05-08,P3 normal ,rejects_valid,unable to deduce initializer_list<auto> from function template
88875,2019-01-16,2019-01-18,P1 normal ,rejects_valid,[9 regression] initializer_list and explicit ctor
106366,2022-07-20,2022-07-22,P3 normal ,rejects_valid,CTAD fails to prioritize initializer_list when done via Deduction guide and inherited CTORS
104031,2022-01-14,2022-01-18,P1 normal ,wrong_output,[12 regression] Global nested constructors generate invalid code since 
104182,2022-01-22,2024-10-31,P1 critical ,wrong_output,[12 Regression] Wrong code since 
92869,2019-12-09,2019-12-11,P3 normal ,wrong_output,[10 Regression] C++17 wrongly reports aggregate type as not-aggregate (when explicitly defaulted ctors are added)
100054,2021-04-12,2021-05-20,P1 normal ,crash,[11 Regression] internal compiler error: in get_nsdmi
92745,2019-12-01,2020-02-26,P2 normal ,rejects_valid,[9 Regression] Initializing array with vec4 results in compile error
82873,2017-11-07,2021-12-03,P3 normal ,wrong_output,Generated copy constructor calls constructors for 0-sized array members
79606,2017-02-19,2017-02-20,P3 normal ,crash,[7 Regression] ICE with NSDMI and this pointer in template
79461,2017-02-10,2017-10-11,P2 normal ,crash,[5 Regression] [C++1z] ICE when capturing a variable in a lambda in a constexpr constructor
80186,2017-03-25,2017-05-09,P3 normal ,crash,ICE on C++ code with invalid constructor: Segmentation fault (program cc1plus)
98712,2021-01-17,2022-11-03,P3 normal ,wrong_output,Incorrect defaulted operator== at compile time and runtime when declared constexpr and inheriting (c++20)
93675,2020-02-11,2020-02-13,P3 normal ,others,Starship operator on a hidden friend operator does not work
95629,2020-06-10,2020-06-28,P3 normal ,crash,consteval operator== crashes compiler
93480,2020-01-28,2022-12-26,P3 normal ,rejects_valid,Defaulted <=> doesn't expand array elements
94462,2020-04-02,2020-04-07,P1 normal ,crash,"[10 Regression] ICE in duplicate_decls, at cp/decl.c:1456 since "
91098,2019-07-05,2019-08-28,P3 normal ,crash,"[10 Regression] internal compiler error: tree check: expected var_decl or field_decl or function_decl or type_decl or template_decl, have using_decl in build_deduction_guide, at cp/pt.c:27167"
92806,2019-12-04,2021-08-23,P3 normal ,diagnostic,Suboptimal diagnostic for concept that depends on non-bool value
95303,2020-05-24,2020-07-07,P3 normal ,diagnostic,[concepts] Member type of class template is incorrectly printed in diagnostics when it fails to satisfy a concept
79679,2017-02-22,2017-02-23,P3 normal ,wrong_output,[7 Regression] [C++17] Missing destruction of temporary within constructor's mem-initializer-list
92001,2019-10-05,2019-10-08,P3 normal ,diagnostic,missing -Wclass-memaccess with array as first argument to memset
92385,2019-11-05,2023-06-25,P3 normal ,efficient/hang,extremely long and memory intensive compilation for brace construction of array member
90449,2019-05-13,2019-06-11,P3 normal ,diagnostic,No way to turn off warning about inaccessible base
83205,2017-11-29,2017-12-16,P3 normal ,crash,ICE on structured binding with ill-formed negative std::tuple_size<T>::value
96164,2020-07-11,2023-03-15,P3 normal ,others,Constraints and explicit template instantiation
98486,2020-12-31,2021-10-06,P3 normal ,accepts_invalid,Variable template specialization doesn't account for primary's constraints
105351,2022-04-22,2023-04-18,P3 normal ,others,[concepts] Constraint checking does correctly match static member attributes
98551,2021-01-05,2021-01-09,P2 normal ,crash,"[10/11 Regression] ICE in replace_result_decl, at cp/constexpr.c:2150"
90691,2019-05-31,2024-04-04,P2 normal ,diagnostic,[9 regression] -Wsign-compare false-positive with constant
90212,2019-04-23,2024-03-26,P2 normal ,rejects_valid,[8 Regression] by-ref capture of constexpr class object rejected
97427,2020-10-14,2021-01-05,P3 normal ,rejects_valid,constexpr destructor for const object incorrectly rejected as modifying const object
83116,2017-11-22,2017-12-19,P2 normal ,wrong_output,[6 Regression] Statement with no effect causes wrong code of static object constexpr method
91378,2019-08-06,2024-02-26,P2 normal ,others,[9 regression] [C++17] ICE in type_dependent_expression_p with noexcept and deduced return type
98745,2021-01-19,2021-01-19,P3 normal ,crash,[11 Regression] ICE: Segmentation fault (in print_mem_ref / c_pretty_printer::primary_expression)
105035,2022-03-23,2022-12-07,P2 normal ,crash,"[11 Regression] tree check: expected field_decl, have identifier_node in operand_equal_p, at fold-const.c:3335 since "
99565,2021-03-12,2021-03-25,P1 normal ,diagnostic,[11 Regression] Bogus identical branches warning when returning references to union members
84850,2018-03-13,2018-03-21,P1 normal ,diagnostic,[8 Regression] -Wclass-memaccess on a memcpy in a copy assignment operator with no nontrivial bases or members
85437,2018-04-17,2024-01-13,P1 normal ,rejects_valid,[8 Regression] member pointer static upcast rejected in a constexpr context
85739,2018-05-10,2018-06-03,P2 normal ,crash,"[8/9 Regression] internal compiler error: in finish_member_declaration, at cp/semantics.c:3057"
88049,2018-11-15,2021-05-14,P2 normal ,crash,[8 Regression] ICE in lto_symtab_prevailing_virtual_decl at gcc/lto/lto-symtab.c:1075 since r23
86610,2018-07-20,2023-03-01,P2 normal ,rejects_valid,[8/9 Regression] non-const operator erroneously called in lambda in templated function
83796,2018-01-11,2021-07-31,P2 normal ,accepts_invalid,[7 Regression] Abstract classes allowed to be instantiated when initialised as default parameter to function or constructor
85659,2018-05-05,2018-06-25,P3 normal ,others,[6/7 Regression] ICE with inline assembly inside virtual function
87820,2018-10-30,2022-03-09,P3 normal ,accepts_invalid,Explicit user-defined casting inside a template class working in implicit conversion inside function template
84001,2018-01-23,2018-01-24,P3 normal ,crash,ICE in dependent_type_p cp/pt.c:23567 when using member type of template parameter in template list
84140,2018-01-30,2020-02-05,P3 normal ,rejects_valid,Inline friends are not constrained by concepts
85806,2018-05-16,2021-11-11,P3 normal ,rejects_valid,"[concepts] Hard error for ""invalid use of non-static data member"" in a requires expression"
88515,2018-12-15,2020-02-05,P3 normal ,rejects_valid,[concepts] id-expression that names non-static data member rejected in requires-expression
84449,2018-02-18,2018-03-03,P4 normal ,crash,[7 Regression] ICE with constexpr and deleted destructor
84348,2018-02-12,2019-11-14,P4 normal ,crash,[7 Regression] ICE with invalid friend declaration
108438,2023-01-17,2024-06-08,P4 normal ,crash,"[11/12/13/14/15 Regression] ICE in cxx_eval_constant_expression, at cp/constexpr.cc:7611"
108468,2023-01-19,2023-08-11,P2 normal ,crash,[11 Regression] ICE in most_specialized_partial_spec/builtin_guide_p in C++20 mode
108526,2023-01-24,2023-03-07,P1 normal ,crash,[13 Regression] ICE in start_preparsed_function with static on generic lambdas inside a template
108606,2023-01-30,2023-03-01,P1 normal ,crash,[13 Regression] ICE in potential_constant_expression_1 with friend function declaration inside a local class of a generic/templated lambda
109241,2023-03-21,2024-05-22,P1 normal ,crash,[12/13/14 Regression] ICE Segmentation fault for statement expression with a local type inside inside a generic lambda inside a generic lambda since 
109247,2023-03-22,2024-03-10,P3 normal ,rejects_valid,[13/14 Regression] optional<T> o; o = {x}; wants to use explicit optional(U) constructor since 
109277,2023-03-24,2023-04-13,P3 normal ,rejects_valid,[13 Regression] type_traits:1417:30: error: invalid use of incomplete type ‘class v8::internal::WasmArray’
109320,2023-03-28,2023-03-29,P1 normal ,crash,"[13 Regression] ICE in coerce_template_parameter_pack, at cp/pt.cc:8795"
109739,2023-05-04,2024-06-17,P3 normal ,others,bogus warning due to -Wmissing-field-initializers in C++20 with designated initializers on struct with empty base class
109745,2023-05-05,2023-05-12,P2 normal ,accepts_invalid,[13 Regression] Incorrect code generated with -O1 when having a constexpr object modifying a mutable member
109761,2023-05-06,2023-08-09,P3 normal ,rejects_valid,[11/12 Regression] Nested class destructor's noexcept specification incorrectly considered as too loose compared to the outer class
109876,2023-05-16,2023-12-12,P2 normal ,rejects_valid,[11/12 Regression] initializer_list not usable in constant expressions in a template
109923,2023-05-21,2023-06-03,P3 normal ,accepts_invalid,"Template friend function defined in a template class becomes a friend of all instantiations, not one"
110064,2023-05-31,2023-07-19,P3 normal ,diagnostic,spurious missing initializer for member for anonymous
110075,2023-06-01,2024-03-01,P3 normal ,diagnostic,Bogus -Wdangling-reference
110122,2023-06-05,2023-07-19,P3 normal ,rejects_valid,"[13/14 Regression] using an aggregate with a member variable with a user defined copy constructor in a class NTTP causes capture and use of the `this` pointer in a generic lambda to produce the following error ""-copy ctor- used before its definition"""
110463,2023-06-28,2023-07-01,P3 normal ,accepts_invalid,[13/14 Regression] Mutable subobject is usable in a constant expression
110566,2023-07-05,2023-08-21,P2 normal ,crash,"[13 Regression] ICE when instantiating function template with template template parameter with 2 or more auto parameters with a dependent member template, ICE in tsubst, at cp/pt.cc:16135"
110809,2023-07-25,2024-01-24,P3 normal ,crash,"ICE: in unify, at cp/pt.cc:25226 with floating-point NTTPs"
111286,2023-09-04,2024-02-05,P2 normal ,crash,[12/13/14 Regression] ICE on functional cast empty brace-init-list to const array reference
111705,2023-10-05,2023-11-27,P3 normal ,rejects_valid,[12/13 Regression] use of concepted copy constructored struct inside a template function messes up with -fchecking=2
111710,2023-10-05,2024-02-29,P3 normal ,others,[modules] ICE when compiling module where a lambda is assigned to a field in an exported class
112427,2023-11-07,2023-11-15,P1 normal ,crash,"[14 regression] ICE when building Minetest (internal compiler error: tree check: expected tree that contains ‘decl common’ structure, have ‘identifier_node’ in get_inner_reference, at expr.cc:7931) since "
112436,2023-11-08,2024-02-13,P3 normal ,rejects_valid,SFINAE-unfriendly error on throwing pointer to incomplete type
112439,2023-11-08,2024-02-02,P3 normal ,rejects_valid,[13/14 Regression] Modification of a member overlapping with a [[no_unique_address]] member in the constructor is incorrectly rejected in constant evaluation since 
112619,2023-11-19,2023-11-24,P1 normal ,crash,"[14 regression] ICE when building libcrafter (tree check: expected statement_list, have modify_expr in tsi_start, at tree-iterator.h:57) since "
112632,2023-11-20,2025-01-15,P1 normal ,rejects_valid,[14 Regression]  Non-type template parameter created with converting constructor sometimes has original type
112765,2023-11-29,2023-11-29,P3 normal ,diagnostic,[14 regression] -Wparentheses warning even when extra parens are present
113063,2023-12-18,2024-09-05,P3 normal ,crash,Strange linker error in special case involving local class with defaulted spaceship operator and static assert
113083,2023-12-19,2024-03-22,P1 normal ,crash,"[14 Regression][arm] ICE in fold_convert_loc, at fold-const.cc:2602 since "
113088,2023-12-19,2024-01-24,P2 normal ,crash,[12/13 Regression] Segmentation fault with empty try/catch following try/catch with returns + noexcept destructor
113141,2023-12-26,2024-05-01,P2 normal ,crash,[13 Regression] ICE on conversion to reference in aggregate initialization
89403,2019-02-19,2019-08-30,P2 normal ,crash,"[7 Regression] ICE in maybe_clone_body, at cp/optimize.c:693"
103711,2021-12-14,2022-01-28,P3 normal ,wrong_output,Virtual base destroyed twice when an exception is thrown in a derived class' constructor called from a delegated constructor
91334,2019-08-02,2019-08-11,P1 normal ,others,[10 Regression] ICE in propagate_necessity at gcc/tree-ssa-dce.c:813 since 
82764,2017-10-28,2018-05-03,P2 normal ,crash,"[7/8 Regression] ICE in output_constructor_regular_field, at varasm.c:5030"
93803,2020-02-18,2020-02-26,P1 normal ,crash,[10 Regression] ICE: segmentation fault with constant initialization of class having a [[no_unique_address]] field
96052,2020-07-04,2020-08-04,P3 normal ,accepts_invalid,"Unlike Clang, alignment specifier is ignored on empty no_unique_address members"
79825,2017-03-03,2017-03-03,P1 normal ,diagnostic,[7 Regression] Uninitialized uses in aggregate copies of empty structs (missed DCE in C++ gimplify)
88690,2019-01-04,2020-02-24,P2 normal ,crash,"[8 Regression] c++17 internal compiler error: in output_constructor_regular_field, at varasm.c:5031"
81164,2017-06-21,2017-06-29,P2 normal ,crash,[7/8 Regression] ICE in inherited_ctor_binfo_1 when using virtual inheritance
95466,2020-06-01,2020-06-01,P3 normal ,crash,"[11 Regression] ICE in tree_operand_check, at tree.h:3794 since "
82336,2017-09-27,2021-08-12,P2 normal ,others,[6 Regression] GCC requires but does not emit defaulted constructors in certain cases
93633,2020-02-08,2020-02-09,P3 normal ,others,ICE on consteval virtual
80829,2017-05-19,2017-06-19,P3 normal ,rejects_valid,[7/8 Regression] Use of constexpr constructors with base type instantiation fails compilation
103769,2021-12-19,2022-11-30,P2 normal ,crash,[11 Regression] checking ICE in hashtab_chk_error with alias template and pack expansion after 
108090,2022-12-14,2022-12-15,P3 normal ,rejects_valid,pack expansion of using declarations doesn't properly handle dependent conversion function names
89917,2019-04-01,2020-02-25,P2 normal ,crash,[8 Regression] ICE with lambda in variadic template hierarchy
101247,2021-06-29,2021-07-13,P3 normal ,crash,ICE when using static constexpr bool defined in parent-class in nested class constructor requires-clause
79865,2017-03-04,2017-03-14,P3 normal ,crash,ICE calling member function with template parameter from generic lambda
91230,2019-07-23,2019-08-03,P3 normal ,rejects_valid,[9/10 Regression] Template function containing lambda expression that has auto parameter and uses __PRETTY_FUNCTION__ does not compile
89420,2019-02-20,2019-02-22,P2 normal ,crash,[9 Regression] ICE: unexpected expression 'int()' of kind cast_expr
104108,2022-01-19,2022-03-29,P2 normal ,rejects_valid,[10 Regression] [c++17+] template alias inside template with static field of template class rejected since 
99683,2021-03-20,2021-05-01,P3 normal ,rejects_valid,Deduction failure when using CTAD of CNTTP inside a deduction guide
101698,2021-07-30,2022-05-13,P2 normal ,wrong_output,[9 Regression] Template type conversion operator from base class preferred over matching overload
105623,2022-05-16,2022-10-22,P2 normal ,rejects_valid,[12/13 regression][rejects valid] invalid use of auto when deducing return type of base class template
90505,2019-05-16,2020-03-04,P2 normal ,rejects_valid,[9 Regression] g++ rejects valid code
92593,2019-11-20,2020-02-05,P4 normal ,crash,[10 Regression] ICE with CTAD using undeclared constraint
95486,2020-06-02,2021-05-20,P3 normal ,crash,ICE for alias CTAD with non-dependent argument and constrained constructor
96647,2020-08-17,2020-09-09,P3 normal ,rejects_valid,Can't resolve pointer to overloaded member with auto return type
97099,2020-09-18,2020-09-21,P3 normal ,accepts_invalid,[temp.deduct.guide]p3 not implemented properly
91759,2019-09-12,2021-05-04,P2 normal ,accepts_invalid,[8/9 Regression] g++ accepts ill-formed deduction guides in wrong scope since 
104235,2022-01-26,2022-01-26,P1 normal ,crash,"[12 Regression] ICE: in cp_parser_template_id, at cp/parser.cc"
101783,2021-08-04,2022-02-04,P3 normal ,rejects_valid,unnecessary error when top level cv qualifier is dropped
97328,2020-10-07,2020-10-22,P2 normal ,crash,"[10 Regression] ICE in verify_ctor_sanity, at cp/constexpr.c:3995 since "
89744,2019-03-17,2021-05-14,P2 normal ,crash,[8 Regression] ICE with specialization of nested template class
103678,2021-12-13,2022-01-27,P3 normal ,rejects_valid,[concepts] Constrained partial specialization of dependent template conflicts with unconstrained partial specialization
100374,2021-05-01,2022-07-21,P3 normal ,rejects_valid,Type-constraints of member function templates should not be substituted into during implicit instantiation
100616,2021-05-15,2022-10-18,P3 normal ,others,[modules] ICE when a variable of class taking a non-type template argument is defined both inside and outside the module
94632,2020-04-17,2020-04-18,P1 normal ,crash,[10 Regression] canonical types differ for identical types since 
98802,2021-01-23,2021-02-04,P3 normal ,rejects_valid,[10 Regression] class template argument deduce guide leads infinite recursive since 
89390,2019-02-18,2019-02-23,P3 normal ,crash,"[9 Regression] ICE in get_string, at spellcheck-tree.h:46"
102670,2021-10-09,2022-01-11,P3 normal ,rejects_valid,"Erroneous ""missing template arguments"" message for wrapper of ADL function template"
98249,2020-12-11,2022-05-13,P2 normal ,rejects_valid,[9 Regression] Improper ADL on the `arg` in `new (arg) T`
91911,2019-09-26,2024-02-19,P3 normal ,rejects_valid,Strange interaction between CTAD and decltype
83187,2017-11-27,2017-11-29,P3 normal ,others,"[8 regression] internal compiler error: in get_alias_set, at alias.c:923"
89682,2019-03-12,2019-03-18,P1 normal ,rejects_valid,[9 Regression] g++9 incorrectly disallows using private static method as default arg to ctor of template type
96204,2020-07-15,2022-11-30,P3 normal ,rejects_valid,gcc complains about private member access in SFINAE context
98231,2020-12-11,2021-01-13,P1 normal ,rejects_valid,[11 Regression] bogus error: no match for ‘operator<<’
103714,2021-12-14,2021-12-19,P2 normal ,accepts_invalid,[11/12 Regression] name lookup in requires-clause finds wrong thing
79290,2017-01-30,2017-01-31,P1 normal ,rejects_valid,"[7 Regression] forming pointer to member function tries to access ""__pfn"""
90124,2019-04-17,2019-04-17,P1 normal ,rejects_valid,[9 Regression] Compilation of llvm PDBContext.cpp fails.
105761,2022-05-28,2022-08-25,P3 normal ,crash,[11/12/13 Regression] ICE on hidden friend definition defined in base type since 
107461,2022-10-30,2023-03-03,P1 normal ,rejects_valid,[12 Regression] ambiguity error for friend with templated constexpr argument
107484,2022-11-01,2023-04-04,P1 normal ,accepts_invalid,[13 Regression] ICE: Segmentation fault (in decls_match)
79519,2017-02-14,2017-04-12,P2 normal ,crash,[5/6 Regression] ICE deleting template friend function
102786,2021-10-15,2024-12-05,P3 normal ,rejects_valid,[c++20] virtual pmf sometimes rejected as not a constant
98441,2020-12-25,2021-01-07,P1 normal ,rejects_valid,[11 Regression] member function pointer incorrectly parsed as having trailing return type
89387,2019-02-18,2019-02-19,P1 normal ,crash,[9 Regression] ICE in maybe_generic_this_capture at gcc/cp/lambda.c:945 since 
85764,2018-05-12,2018-06-12,P2 normal ,rejects_valid,[8/9 Regression] bogus ‘this’ was not captured for this lambda function error
100493,2021-05-09,2021-12-15,P3 normal ,diagnostic,"Lambda default copy capture that captures ""this"" cannot be used in both C++17 and C++20 modes"
90623,2019-05-24,2020-07-23,P3 normal ,crash,compilation error with fold expression and parameter pack
107755,2022-11-19,2023-02-01,P2 normal ,crash,"[10/11 Regression] ICE: in fold_convert_loc, at fold-const.c:2435, with -Wlogical-op, implicit user-defined conversion operator, template function, logical operator, and conditional operator"
106675,2022-08-18,2023-02-15,P2 normal ,crash,[10 Regression] g++ crashes on funky operators
103455,2021-11-28,2022-05-11,P2 normal ,crash,[9 Regression] internal compiler error: in dependent_type_p since 
101442,2021-07-13,2022-05-13,P2 normal ,wrong_output,"[9 Regression] Destructor not called for a temporary object, if it's bound to a ref member of an object subject to NRVO"
107065,2022-09-28,2023-05-04,P3 normal ,wrong_output,GCC treats rvalue as an lvalue
96934,2020-09-04,2021-08-17,P3 normal ,wrong_output,[9 Regression] Copy initialization of struct involving aggregate array initialization miscompiles in GCC 9
89315,2019-02-12,2019-02-17,P1 normal ,rejects_valid,[9 Regression] Cannot convert to std::initializer_list - fails with gcc9 works with gcc8
92604,2019-11-20,2021-07-27,P3 normal ,accepts_invalid,GCC accepts invalid conversion from designated initializer list
90190,2019-04-19,2021-05-14,P2 normal ,rejects_valid,[8 regression] CTAD confuses with {one element} initializer_list
